,full_text,screen_name,user_location,friends_count,followers_count,reply_count,retweet_count,favorite_count,created_date,manual_positivity,index
110,@thirdrowtesla Hydroxychloroquine can interrupt replication of the COVID 19 virus and lessen the immune system response in older people that leads to respiratory failure.  It needs to be given to severely ill people.  It has already een FDA approved for other illnesses and is available.,gatica1813,"Pennsylvania, USA",603,292,1,0,0,2020-03-21,pos,400
111,"@elonmusk Elon, I admire you a lot because of Tesla, SpaceX, and your humanitarian efforts, but do not encourage people to take hydroxychloroquine, please.",JenHutcherson,United States,253,302,0,0,0,2020-03-21,neg,401
112,Very skeptical of the new study using Azithromycin and Hydroxychloroquine treatment for #COVID19 very small uncontrolled study and too early and dangerous to generalize #PCCM,AgstSankri,"Michigan, USA",384,205,0,0,2,2020-03-21,neg,402
113,"Because this tweet took off, Just to clarify: the @US_FDA backtracked on #DonaldTrump statement a few hours after this was reported and stated #Hydroxychloroquine  is NOT approved for #Covid_19 but studies are underway.",DrMAUrsani,"Houston, TX",516,1011,2,1,4,2020-03-21,neg,403
114,"@Marcel155Y @DebHiers1 @alexsalvinews @OANN @Newsweek @BlazeTV @QAnon_Report @onenewsnowcom Not as effective as the Chloroquine, maybe.  Hydroxychloroquine is not as TOXIC as Chloroquine. Hydroxychloroquine has been approved by the FDA for use, whereas chloroquin has not.",TemplarMason222,"Haskell, OK",380,72,2,0,0,2020-03-21,pos,404
115,"Do you know the side effects of Hydroxychloroquine? Azithromycin? The side effects of taken together? Did you know that at certain dosages, hydroxychloroquine can lead to vision loss/defects or that azithromycin can cause eye infections? #CoronavirusPandemic #dumbass",rupatel15,"Colorado, USA",519,111,2,0,2,2020-03-21,neu,405
116,"@leahmcelrath And people who take these drugs, such as #Hydroxychloroquine for #sarcoidosis or #rheumatoidarthritis, will be saddled with price increases and drug shortages.",HOARYHEAD,,291,68,0,0,0,2020-03-21,neu,406
117,Coronavirus treatment breakthrough: French study shows that a combination of Hydroxychloroquine (HCQ) and Azithromycin are effective in treating COVID-19 patients. https://t.co/LSTTAhiJgv,PeterCsato,"California, USA",55,6,0,0,0,2020-03-21,pos,407
118,"I take hydroxychloroquine for arthritis. You have to have your eyes checked every year for the formation of Bad Things On Your Retinas (can’t recall what they’re called) and Eventual Blindness.

You can’t mess around with this med. You can’t take it casually. 🙄",plutoniumpage,"Seattle, Washington",1505,3672,6,12,20,2020-03-21,neg,408
119,@BadAstronomer We were #Issued #hydroxychloroquine when we #deployed gave a lot of us #nightmares,rj_pal328,"Boca Raton, FL",1171,655,0,0,1,2020-03-21,neg,409
120,"@TheRickWilson “Avoid coadministration of hydroxychloroquine and azithromycin. Hydroxychloroquine increases the QT interval and should not be administered with other such drugs. Ventricular arrhythmias and tdP have been reported.”
https://t.co/WBBuqCmjTk

DrTrump had advised taking it together. https://t.co/tRM7BdM5Ql",dlh2409,U.S.,535,192,0,0,0,2020-03-21,neu,410
121,"@PulmCrit @SkylerLentz thoughts on initiating hydroxychloroquine or chloroquine for patients who are positive #Covid19 &amp; high risk group, not necessarily needing hospitalization initially...",KatieSamuel88,,138,15,1,0,2,2020-03-21,neu,411
122,"@CaslerNoel @realDonaldTrump Yeah! I work in a pharmacy. Zithromax and hydroxychloroquine are now on back order! Thanks to #AssholeTrump. Sooooo, those of you that need it can’t get it. Sorry. #MoronInChief #TrumpSucks",amy_quirk,"Temecula, CA",448,161,0,1,4,2020-03-21,neu,412
123,"@DrJenGunter @jack @realDonaldTrump Thank you @DrJenGunter from someone who relies on hydroxychloroquine everyday to reduce rheumatoid arthritis pain. If there was a shortage, I could be at risk of long term effects from going without for a period of time.",lauracarew,"Ottawa, ON",820,505,0,0,0,2020-03-21,neu,413
124,"DO NOT TAKE HYDROXYCHLOROQUINE AND AZITHROMYCIN TOGETHER FOR #COVID19 WITHOUT CONSULTING UR DR!! ITS NOT FDA APPROVED YET &amp; THE INTERACTION COULD BE DANGEROUS!!!! 
as if life as a Pharmacy Technician during this mess could get any more difficult &amp; chaotic 🙃 #pharmacyheroes",ariboo69,"Lakeland, FL",804,1022,0,2,3,2020-03-21,neg,414
125,#Hydroxychloroquine and #azithromycin as a treatment of #COVID19: result... https://t.co/hFJqVds7cS https://t.co/RC0DWlMzBW,hmaeng,"Bethesda, MD",1953,278,0,1,0,2020-03-21,neu,415
126,"I know there’s been a lot of buzz about who to follow/who to trust/who to verify etc around #COVID19.

The hydroxychloroquine/azithromycin study is a great example.

Blowing the implications of data out of proportion to the data itself is a good metric of who not to trust.",AbraarKaran,"Boston, MA",703,25515,8,54,185,2020-03-21,neg,416
127,"@hesanihilist @realDonaldTrump ""Antimalarials: For example, Plaquenil — used to treat malaria, lupus and arthritis — also has toxic effects on the retina."" https://t.co/YyIWgwG36H #CoronavirusPandemic #Chloroquine #coronavirus #TrumpLiesPeopleDie #Trump #Azithromycin #MalariaDrug #Hydroxychloroquine #Fauci",TweeterRabbit,"Jax Naval Air Station, FL",4837,960,0,1,1,2020-03-21,neu,417
128,"I’m reading many tweets about #hydroxychloroquine &amp; #azithromycin combo for #COVID19.

You already know what I’m going to say:

*Go straight to the data*

Lots of limitations/issues w/ the trial- warrants further study though. 

https://t.co/Ts2ayuGMjy https://t.co/McX7l9CnEy",AbraarKaran,"Boston, MA",703,25515,5,31,66,2020-03-21,neg,418
129,i’m on hydroxychloroquine for my auto immune disease (lupus) please don’t take all my medicine 🥺,LaureneFRy19,probably raving w/ brynne,688,983,2,0,6,2020-03-21,neu,419
130,As a person who has been taking Hydroxychloroquine for a decade. DONT TAKE IT WITHOUT S DR’S GUIDANCE. This is a serious drug with major side effects. Wait for more testing.,danaolitaogden,"West Hollywood, CA",2712,1672,0,1,4,2020-03-21,neg,420
131,"I’d commit to voting for Trump right now if he can explain to anyone how  Azithromycin or Hydroxychloroquine work in the human body. 

Mf almost certainly can’t pronounce either one.",sjbxtr,Minnesota,2991,3147,1,0,6,2020-03-21,neu,421
132,"My man can spell coffee, but he's got HYDROXYCHLOROQUINE &amp; AZITHROMYCIN on lock",icecreamboles,"Philadelphia, PA",110,163,1,0,0,2020-03-21,neu,422
133,Hydroxychloroquine is no joke of a drug. Used to treat malaria. Some promising signs that hydroxychloroquine + z-pack reduces viral burden in about ~80% of people from 7 days down to 3 days. #coronavirus,John_Seravalli1,"NYC, Lexington, KY, Daytona,FL",984,1185,2,0,8,2020-03-21,neu,423
134,@realDonaldTrump Is Germany using hydroxychloroquine as their death rate is low and doctors are free to use off label as the docs cannot be sued I believe?,AynsleyBrock,,15,3,0,0,0,2020-03-21,neu,424
135,"This are the discussions we should be having - critical and balanced, not hyperbolic #COVID19 #Hydroxychloroquine @UABRheum",ALGaffoRheumMD,"Birmingham, AL",680,853,1,2,7,2020-03-21,neu,425
136,"@PeterAlexander Really, that’s all you asked him? What about the bullshit question on the toxicity of hydroxychloroquine? My daughter has been taking it since she was 16.",mmprewit,"Scott City, KS",535,245,0,0,0,2020-03-21,neu,426
137,Hydroxychloroquine seems to effective. Tylenol for the fever. Please see those recent updates. https://t.co/Q9RH9DfNPU,NaglaAKarimMD,"Georgia, USA",1669,642,0,1,3,2020-03-21,pos,427
138,Please read this thread. #rheumatology #Plaquenil #Hydroxychloroquine #Covid_19,DrMAUrsani,"Houston, TX",516,1011,0,0,1,2020-03-21,neu,428
139,@oliverdarcy @PeterAlexander No one is showing the attempt to pit Fauci against Trump on hydroxychloroquine right before this. This was not about the one ‘softball’ question.,dcoz,"Safety Harbor, FL",1369,194,0,0,0,2020-03-21,neu,429
140,@realDonaldTrump I’m hearing a combo of Azithromycin and your mentioned Hydroxychloroquine is working. The combo works!!!! And these drugs are already approved drugs and they are cheap.  They are using as last resort here in the states now!! In NY!!  Hope is real!!!  We will win!,blackbeard797,"Ohio, USA",100,15,0,0,0,2020-03-21,pos,430
141,@realDonaldTrump I support every step you are taking to stop this pandemic but I want to make you aware that hydroxychloroquine is used also in the treatment of autoimmune diseases. I have been on it for 12 years. I believe it helped me through covid-19.  Make more but don’t deplete local stores!,MistyRph,"Madison, Al",130,19,0,0,0,2020-03-21,pos,431
142,"WATCH: @NIAIDNews Director Dr. Anthony Fauci tells reporters that the possibility hydroxychloroquine, a malaria drug, could be used as an effective treatment for #COVID19 is ""anecdotal"" and needs more research #Qanon https://t.co/7WRYdWsyzb",AlbertHoward888,"Los Angeles, CA-Ann Arbor, MI",102,285,1,1,1,2020-03-21,neg,432
143,"@removetRump93 @Blueequus775 @LisaWork6 @K_JeanPierre @maddow Additionally, in these tests-the hydroxychloroquine was mixed with Zithromax in half of the non placebo group (of less then 40 people). Antibiotics are ineffective on viruses as they target bacteria. That is basic 7th grade biology.",LoriBallinger,At the ballpark ⚾️,1228,1114,1,0,2,2020-03-21,neg,433
144,"@ChrisBEsq @realDonaldTrump not only is he raising hopes erroneously, he’s created a sudden shortage of hydroxychloroquine for those of us who need to take it everyday to treat autoimmune conditions and now we can’t get our prescriptions refilled 🤬",shelldash,"New York, NY",3350,8542,0,0,1,2020-03-21,neg,434
145,Discussion re bandwagon response from article Hydroxychloroquine +Azithro #COVID19,PedPrac12,"Miami, FL",440,272,0,0,0,2020-03-21,neu,435
146,"Hydroxychloroquine along with Azithromycin (Z-Pack), is a great combination in defeating this Coronavirus!!! Available now! Thank you @POTUS !!!",deborahutchens,Wilmington NC,341,764,1,0,3,2020-03-21,pos,436
147,Who owns hydroxychloroquine? Who benefits from the presidents pitch? @biannagolodryga,amblerthomas,new york city and dutchess co,713,164,0,0,0,2020-03-21,neu,437
148,@dd_juve @RyanMarino @amberwvzz I am saying that people who are getting prescriptions for hydroxychloroquine When they never needed it before I being selfish and are going to cause the people who really need this drug to die.,handmadekathy,pinging off cell towers,526,817,1,0,0,2020-03-21,neu,438
149,I’m quoted in this article about people who currently take Hydroxychloroquine and are having a hard time getting it. #hydrochloroquine #Plaquenil #TrumpVirus,danaolitaogden,"West Hollywood, CA",2712,1672,2,11,18,2020-03-21,neu,439
150,Side effects of hydroxychloroquine is colour blindness. They require practical clinics,glamourgirlca,Canada,7067,6780,0,0,3,2020-03-21,neg,440
151,"PCCA member Gopesh Patel, RPh, with VLS Pharmacy in Brooklyn, is filling physician prescriptions for more than 70 COVID-19 patients, supplying a compounded formulation with hydroxychloroquine. https://t.co/HI27Sg3IrM",JocyKimberly,,154,143,0,0,0,2020-03-21,neu,441
152,BREAKING: New controlled clinical study conducted by doctors ​in France shows that Hydroxychloroquine cures 100%,FernLamey,,598,45,0,0,1,2020-03-21,pos,442
153,"@RichforGA Dr. I’m hearing a combo of Azithromycin and President Trumps malaria drug Hydroxychloroquine is working. It works!! And they are already approved drugs and they are cheap.  They are using as last resort here in the states, in NY!",blackbeard797,"Ohio, USA",100,15,0,0,0,2020-03-21,pos,443
154,"Judie Stein takes hydroxychloroquine for rheumatoid arthritis. Now the drug is in short supply after President Trump praised its potential as a coronavirus treatment. ""When I say I really need it, I need it,” she said. w/ @nytDeniseGrady https://t.co/y4a2uCTuUk",katie_thomas,,515,8654,28,23,24,2020-03-21,neu,444
155,"Guys. We need to talk about this Hydroxychloroquine + Azithromycin thing. It is out of hand. It all stems from this study that came out today. The study design: Comparative viral eradication on day 6 between HCQ, HCQ + Azithro, and control (not treated) COVID-19 patients. https://t.co/qFZXdTxTwI",jpogue1,"Plymouth, MI",178,6252,342,4026,8400,2020-03-21,neu,445
156,@MrBisonopolis Has a doctor come to my pharmacy attempting to learn his much hydroxychloroquine we have. Intent being to prescribe tons and divert them to his office. It was learned later that the drug doesn’t really show any special effect on Coronavirus. lol,NoisyPlum35,New York,433,258,0,0,0,2020-03-21,neg,446
157,"@realDonaldTrump Listen Dr. Giggles.

Taking Hydroxychloroquine &amp; Azithromycin together causes a drug interaction that increases risk of irregular heartbeat, which may be life-threatening. No one should take these drugs together without consulting a doctor. https://t.co/tNqOff2jhU",GusHinostroza,"Sunny, Funny, Los Angeles, CA",6885,6310,0,0,0,2020-03-21,neg,447
158,@nytimes piece I was interviewed for. I have been taking hydroxychloroquine for the last 10 years. As someone who understands this medication I don’t recommend anybody just go out there and begin taking it. Let the testing happen. The side effects can be very dangerous. #hydrox,danaolitaogden,"West Hollywood, CA",2712,1672,0,0,0,2020-03-21,neg,448
159,A thoughtful response to unbelievable statements about hydroxychloroquine. Vision point is so important: there are retina consequences. Not everyone can take it.,KatAMacfarlane,"Boise, ID",5000,2711,0,1,7,2020-03-21,neg,449
160,"@NYGovCuomo can u pls address this? Azithromycin: (Major) Avoid coadministration of hydroxychloroquine and azithromycin. Hydroxychloroquine increases the QT interval and should not be administered with other drugs known to prolong the QT interval.
https://t.co/0u7FD2QrJ9",susan88001,"Mason, Wisconsin",1333,1250,0,0,0,2020-03-21,neg,450
